price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
29995,2019.0,toyota rav4,like new,4.0,gas,2500.0,automatic,SUV,,,2019-03-26,90
5500,2009.0,subaru outback,good,4.0,gas,105600.0,automatic,wagon,blue,1.0,2018-11-03,67
12700,2008.0,ford f-250,good,8.0,gas,90000.0,manual,pickup,green,1.0,2018-05-22,75
3900,,jeep grand cherokee,good,8.0,gas,202144.0,automatic,SUV,,1.0,2018-07-24,19
5450,2003.0,subaru outback,excellent,4.0,gas,138000.0,automatic,wagon,silver,1.0,2018-07-25,11
13995,2007.0,jeep wrangler,excellent,6.0,gas,99915.0,other,wagon,,1.0,2018-06-09,51
5995,2007.0,chevrolet silverado 1500,good,,gas,227000.0,automatic,truck,black,1.0,2018-09-17,45
26000,2017.0,ford mustang gt coupe 2d,good,8.0,gas,,other,coupe,yellow,,2018-12-29,48
7500,2007.0,nissan murano,excellent,6.0,gas,,automatic,SUV,white,,2018-07-09,20
12500,2005.0,gmc sierra 2500hd,good,8.0,gas,225255.0,automatic,truck,white,1.0,2018-09-14,31
13900,2016.0,nissan rogue,excellent,4.0,gas,56000.0,automatic,SUV,,1.0,2018-09-20,38
2300,1997.0,gmc sierra,good,8.0,gas,,automatic,pickup,green,1.0,2018-09-29,43
23000,2014.0,ford f150 supercrew cab xlt,good,6.0,gas,77994.0,other,pickup,orange,1.0,2018-09-10,20
8995,2011.0,ford escape,excellent,6.0,gas,101188.0,automatic,wagon,grey,1.0,2019-01-18,48
20999,2012.0,chevrolet silverado 1500,excellent,8.0,gas,57697.0,automatic,pickup,black,,2018-12-12,75
19875,2018.0,chevrolet impala,like new,6.0,gas,36047.0,automatic,sedan,,,2018-09-15,22
28950,2017.0,jeep wrangler,excellent,6.0,gas,39888.0,automatic,SUV,,1.0,2019-02-15,6
7995,2007.0,ford ranger,excellent,6.0,gas,,automatic,truck,,1.0,2018-06-10,36
2500,2007.0,honda cr-v,fair,4.0,gas,250000.0,automatic,SUV,blue,1.0,2019-02-03,29
6500,2001.0,jeep wrangler,good,6.0,gas,186000.0,manual,offroad,grey,1.0,2018-10-02,48
9800,2017.0,nissan altima,excellent,4.0,gas,55860.0,automatic,sedan,,,2018-05-25,14
7495,2011.0,honda accord,excellent,4.0,gas,150054.0,automatic,sedan,grey,,2018-08-02,53
19900,2014.0,ford f150,excellent,6.0,gas,,automatic,pickup,,,2018-12-10,19
7999,2006.0,chevrolet silverado 1500,good,8.0,gas,123530.0,automatic,pickup,white,,2018-11-13,80
10995,2008.0,ford f150,excellent,8.0,gas,148000.0,automatic,truck,white,1.0,2018-07-07,13
10850,2008.0,ford f-150,excellent,8.0,gas,175610.0,automatic,pickup,blue,1.0,2018-09-18,44
27990,2016.0,ford f-150,good,8.0,gas,30518.0,automatic,pickup,silver,1.0,2018-06-11,32
2599,2012.0,gmc acadia,like new,,gas,104079.0,automatic,SUV,,1.0,2018-11-05,51
25225,2014.0,ram 3500,excellent,8.0,gas,64164.0,automatic,pickup,white,1.0,2018-10-24,29
4000,2007.0,dodge charger,good,6.0,gas,146000.0,automatic,sedan,silver,,2018-12-27,64
12995,2015.0,ford fusion,excellent,4.0,gas,34621.0,automatic,sedan,black,,2019-03-20,17
11775,2008.0,gmc yukon,excellent,8.0,gas,132636.0,automatic,SUV,custom,,2018-05-20,35
5500,2009.0,hyundai santa fe,good,6.0,gas,,automatic,SUV,grey,1.0,2018-09-04,2
3500,2015.0,jeep cherokee,like new,6.0,gas,106809.0,automatic,SUV,red,,2019-01-13,27
2200,2003.0,ford focus,excellent,4.0,gas,,automatic,sedan,,,2018-08-18,58
19995,2007.0,gmc sierra 2500hd,excellent,8.0,gas,83000.0,automatic,truck,red,1.0,2019-02-10,10
12999,2012.0,jeep grand cherokee,excellent,6.0,gas,81629.0,automatic,SUV,custom,1.0,2018-07-12,37
27000,2018.0,kia sorento,excellent,6.0,gas,23000.0,automatic,SUV,black,,2019-01-08,42
8000,1997.0,ford f350,excellent,8.0,diesel,191000.0,automatic,truck,white,,2018-07-13,29
21075,2015.0,chevrolet colorado,good,6.0,gas,105616.0,automatic,truck,grey,1.0,2018-05-24,12
8000,2006.0,ford f150,excellent,8.0,gas,153119.0,automatic,truck,white,1.0,2018-10-27,10
14961,2015.0,chevrolet camaro,excellent,6.0,gas,,automatic,convertible,red,,2019-01-05,13
4795,2010.0,toyota camry,good,4.0,gas,180500.0,automatic,sedan,grey,,2018-08-13,69
25900,2014.0,gmc sierra 2500hd,good,8.0,diesel,164987.0,automatic,truck,black,1.0,2019-01-11,31
16995,2010.0,chevrolet silverado 2500hd,excellent,8.0,gas,104750.0,automatic,truck,blue,1.0,2018-05-27,20
19700,2017.0,chevrolet camaro lt coupe 2d,good,6.0,gas,35807.0,other,coupe,,,2019-01-02,28
18900,2018.0,chevrolet malibu,excellent,4.0,gas,,automatic,sedan,white,,2018-12-20,39
26900,2014.0,chevrolet silverado 1500 crew,good,8.0,gas,68607.0,automatic,pickup,black,1.0,2018-12-31,0
2950,2003.0,ford focus,good,4.0,gas,,automatic,sedan,,,2018-09-11,24
3500,2002.0,ford f-150,fair,8.0,gas,171300.0,automatic,truck,blue,,2019-02-28,43
2500,1994.0,dodge dakota,good,8.0,gas,162000.0,automatic,truck,blue,,2019-04-03,97
21000,2018.0,nissan frontier crew cab sv,good,6.0,gas,,other,pickup,silver,1.0,2019-03-11,45
15999,2005.0,chevrolet silverado,excellent,8.0,gas,143500.0,automatic,pickup,white,1.0,2018-05-21,83
36204,2016.0,ford f150,like new,8.0,gas,45530.0,automatic,pickup,red,1.0,2018-05-03,53
18800,2015.0,chevrolet camaro lt coupe 2d,good,,gas,33926.0,other,coupe,grey,,2019-02-19,15
5600,2011.0,nissan altima,like new,4.0,gas,,automatic,sedan,blue,,2018-08-26,52
12895,2012.0,dodge charger,good,6.0,gas,67833.0,automatic,sedan,black,,2018-08-27,53
5500,,ford f-150,good,8.0,gas,,automatic,truck,,1.0,2019-02-28,98
11950,2008.0,chevrolet silverado 1500,excellent,8.0,gas,113162.0,automatic,truck,silver,1.0,2019-01-08,19
24500,2011.0,ram 3500,excellent,6.0,gas,210850.0,automatic,truck,custom,1.0,2018-08-12,11
33955,2018.0,chevrolet silverado 1500,good,8.0,gas,15950.0,automatic,truck,custom,1.0,2018-12-28,16
1,2015.0,ram 3500,excellent,6.0,gas,71719.0,automatic,truck,white,1.0,2018-06-09,44
6990,2015.0,nissan altima,excellent,4.0,gas,119345.0,automatic,sedan,grey,,2019-02-08,117
15995,2014.0,buick enclave,excellent,6.0,gas,95289.0,automatic,SUV,white,,2018-10-24,12
6795,2012.0,volkswagen jetta,excellent,5.0,gas,104310.0,automatic,sedan,white,,2019-03-11,16
7999,2014.0,chevrolet cruze,excellent,4.0,gas,113147.0,automatic,sedan,blue,,2018-06-07,28
2250,2003.0,ford expedition,fair,8.0,gas,165000.0,automatic,SUV,white,,2019-03-10,17
3200,2004.0,acura tl,good,6.0,gas,139000.0,automatic,sedan,,,2018-11-08,19
19995,2012.0,chevrolet camaro,excellent,,gas,33024.0,manual,coupe,grey,,2018-11-18,72
5800,2013.0,volkswagen jetta,excellent,4.0,gas,89000.0,automatic,sedan,silver,,2018-11-15,7
16995,2016.0,ram 1500,excellent,8.0,gas,138474.0,automatic,truck,,1.0,2018-08-30,78
1900,2001.0,ford f150,good,8.0,gas,203000.0,automatic,pickup,green,1.0,2019-03-17,49
11495,2003.0,chevrolet silverado 3500hd,excellent,8.0,diesel,162611.0,automatic,pickup,grey,1.0,2018-10-14,84
1,2017.0,ram 1500,excellent,6.0,gas,31026.0,automatic,truck,black,1.0,2018-07-21,46
4695,2010.0,chevrolet impala,good,6.0,gas,,automatic,sedan,grey,,2018-10-12,2
12000,2013.0,ram 1500,excellent,8.0,gas,128600.0,automatic,pickup,silver,,2019-01-24,38
21600,2017.0,chevrolet camaro lt coupe 2d,good,6.0,gas,28936.0,other,coupe,grey,,2018-08-23,39
10995,2014.0,chevrolet equinox,excellent,4.0,gas,,automatic,SUV,blue,,2019-03-14,19
11495,2014.0,chrysler 300,good,8.0,gas,121734.0,automatic,sedan,silver,,2018-09-11,7
9950,2009.0,bmw x5,excellent,6.0,gas,105621.0,automatic,SUV,,1.0,2019-03-02,64
31950,2015.0,chevrolet silverado 1500,excellent,8.0,gas,,automatic,truck,,1.0,2019-02-06,9
10995,2016.0,dodge grand caravan,excellent,6.0,gas,93502.0,automatic,mini-van,white,,2018-08-18,71
16500,2012.0,ram 3500,excellent,8.0,diesel,297000.0,automatic,truck,white,1.0,2018-09-07,35
21950,2013.0,ford f250,excellent,8.0,diesel,194674.0,automatic,truck,black,1.0,2018-11-08,106
4995,2005.0,jeep liberty,excellent,6.0,gas,105000.0,automatic,SUV,red,1.0,2018-10-18,33
8988,2008.0,ram 1500,excellent,,gas,119929.0,automatic,truck,blue,,2019-03-22,26
7205,2009.0,chevrolet malibu,excellent,4.0,gas,70299.0,automatic,sedan,,,2018-06-13,51
9995,2017.0,ford focus,like new,4.0,gas,16252.0,automatic,sedan,white,,2018-12-18,64
3500,2006.0,toyota prius,good,4.0,gas,186000.0,other,hatchback,white,,2018-05-29,33
29000,2016.0,dodge grand caravan,excellent,6.0,gas,50740.0,automatic,mini-van,red,,2018-05-04,46
10877,2015.0,ford escape,excellent,4.0,gas,70168.0,automatic,SUV,white,,2019-03-05,39
7995,2010.0,subaru forester,excellent,4.0,gas,112000.0,automatic,SUV,green,1.0,2019-02-02,9
3480,2000.0,toyota tundra,good,6.0,gas,246000.0,automatic,truck,,,2018-07-28,47
11000,,chevrolet silverado 1500,excellent,8.0,gas,129800.0,automatic,pickup,white,1.0,2018-07-26,22
4000,2003.0,chevrolet silverado 1500,fair,8.0,gas,300000.0,automatic,truck,white,1.0,2018-09-14,9
11500,2004.0,chevrolet silverado 3500hd,good,8.0,diesel,233000.0,automatic,pickup,brown,,2019-01-19,48
10500,2011.0,bmw x5,excellent,6.0,gas,129857.0,automatic,SUV,white,1.0,2019-01-07,74
18995,2011.0,gmc sierra 1500,good,,gas,156262.0,automatic,truck,,1.0,2018-07-06,55
20995,2013.0,ram 1500,good,8.0,gas,77997.0,automatic,truck,white,1.0,2018-08-04,124
29990,2016.0,chevrolet suburban,like new,8.0,gas,122987.0,automatic,SUV,silver,1.0,2018-07-11,27
18990,,ford f-250 sd,good,8.0,gas,134794.0,automatic,truck,blue,1.0,2019-02-27,65
58995,2017.0,chevrolet corvette,excellent,8.0,gas,5154.0,automatic,coupe,red,,2018-07-11,77
31400,2016.0,chevrolet silverado 1500 crew,good,8.0,gas,15070.0,automatic,pickup,black,1.0,2019-04-02,5
2995,2001.0,ford mustang,good,6.0,gas,138000.0,automatic,coupe,grey,,2018-08-07,58
11300,2016.0,nissan altima,excellent,4.0,gas,64555.0,automatic,sedan,white,,2018-06-23,31
5700,2011.0,chevrolet malibu,excellent,6.0,gas,140000.0,automatic,sedan,silver,,2018-09-29,6
19800,2014.0,chevrolet silverado,good,8.0,diesel,150764.0,automatic,truck,,1.0,2019-01-14,68
8499,2013.0,subaru forester,excellent,4.0,gas,,automatic,SUV,silver,1.0,2019-03-29,34
26500,2012.0,jeep wrangler,excellent,6.0,gas,51800.0,automatic,SUV,,1.0,2018-11-01,52
5900,2003.0,toyota tacoma,good,,gas,195000.0,automatic,pickup,white,,2018-12-18,10
14500,2010.0,ford f250 super duty,good,8.0,diesel,127000.0,automatic,truck,white,1.0,2018-09-05,50
3200,2001.0,ford ranger,good,6.0,gas,202000.0,automatic,truck,red,,2018-12-25,78
35600,2018.0,chevrolet silverado 1500 crew,good,8.0,gas,6915.0,automatic,pickup,white,1.0,2018-08-26,32
5500,2004.0,acura tl,like new,6.0,gas,136000.0,automatic,sedan,grey,,2018-10-26,63
25000,2012.0,jeep wrangler,like new,6.0,gas,,automatic,SUV,grey,1.0,2018-07-14,19
12950,2007.0,gmc sierra 2500hd,excellent,8.0,gas,140471.0,automatic,truck,black,1.0,2018-06-24,21
5500,2010.0,nissan altima,excellent,4.0,gas,145690.0,automatic,sedan,grey,,2018-09-29,4
7000,2014.0,volkswagen jetta,excellent,4.0,gas,94000.0,automatic,sedan,silver,,2019-03-23,20
12500,2013.0,buick enclave,excellent,6.0,gas,136000.0,automatic,SUV,black,1.0,2018-08-26,45
6995,2013.0,nissan sentra,excellent,4.0,gas,88000.0,automatic,sedan,grey,,2019-01-05,92
3000,2001.0,acura tl,good,6.0,gas,158287.0,automatic,sedan,silver,,2018-06-09,9
6995,2004.0,chevrolet silverado 1500,good,8.0,gas,189000.0,automatic,truck,,,2019-02-16,91
7950,2012.0,ford expedition,excellent,8.0,gas,184700.0,automatic,SUV,blue,1.0,2019-04-13,56
24800,2014.0,chevrolet silverado 2500hd,good,8.0,gas,32915.0,automatic,truck,blue,,2018-09-04,56
3000,2008.0,ford explorer,good,6.0,gas,137500.0,automatic,SUV,,1.0,2018-12-09,50
6299,2010.0,toyota prius,excellent,4.0,hybrid,137000.0,automatic,hatchback,silver,,2018-09-26,9
6300,2008.0,gmc acadia,excellent,6.0,gas,,automatic,SUV,grey,,2018-09-15,34
28588,2015.0,chevrolet silverado,like new,8.0,gas,75000.0,automatic,truck,,1.0,2018-08-02,12
8400,2012.0,chevrolet equinox,good,4.0,gas,96000.0,automatic,SUV,silver,,2018-07-13,21
10850,2008.0,toyota highlander,good,6.0,gas,173334.0,automatic,SUV,white,1.0,2018-10-13,13
4995,2007.0,toyota camry,good,4.0,gas,173004.0,automatic,sedan,silver,,2018-12-06,17
5695,2006.0,toyota rav4,good,4.0,gas,173275.0,automatic,SUV,white,,2018-06-04,107
3800,2009.0,ford focus,like new,4.0,gas,141000.0,automatic,sedan,,,2019-04-07,48
6000,2002.0,ram 2500,good,6.0,diesel,256000.0,manual,truck,silver,1.0,2018-05-31,31
6700,2006.0,ford f-150,good,8.0,gas,136000.0,automatic,truck,brown,,2018-05-08,59
5995,2013.0,ford focus,good,4.0,gas,63290.0,automatic,sedan,red,,2019-02-22,18
26000,2018.0,chevrolet camaro lt coupe 2d,good,6.0,gas,,other,coupe,blue,,2018-09-07,24
5899,2009.0,honda accord,excellent,4.0,gas,171241.0,automatic,sedan,,,2018-09-11,17
10995,2012.0,chevrolet equinox,excellent,,gas,77897.0,automatic,SUV,grey,1.0,2019-01-17,34
7277,2014.0,toyota prius,excellent,,hybrid,200332.0,automatic,hatchback,,,2019-01-15,72
21495,2012.0,toyota tacoma,excellent,6.0,gas,107000.0,automatic,pickup,white,1.0,2018-10-25,33
5995,2010.0,honda accord,good,6.0,gas,122879.0,automatic,sedan,grey,,2019-02-10,6
17900,2007.0,gmc sierra 1500,excellent,8.0,gas,137162.0,automatic,pickup,white,1.0,2018-10-17,38
13500,2011.0,chevrolet silverado 2500hd,good,8.0,gas,186721.0,automatic,truck,silver,1.0,2018-11-08,22
1850,2003.0,chevrolet trailblazer,good,6.0,gas,70000.0,automatic,SUV,,,2018-07-06,12
14885,2015.0,ford taurus,excellent,6.0,gas,103273.0,automatic,sedan,silver,1.0,2019-03-31,86
31999,2017.0,ram 2500,excellent,8.0,gas,12899.0,automatic,truck,silver,1.0,2019-03-25,50
22500,2018.0,nissan murano,excellent,6.0,gas,28000.0,automatic,SUV,white,,2018-08-22,54
7900,2010.0,chevrolet traverse,excellent,6.0,gas,127434.0,automatic,SUV,red,,2019-01-16,7
8300,2016.0,ford focus se,excellent,4.0,gas,20000.0,automatic,sedan,red,,2018-08-09,4
18490,2015.0,ford f-250 sd,good,8.0,gas,124332.0,automatic,truck,white,1.0,2018-06-15,74
8000,2011.0,subaru impreza,like new,4.0,gas,,manual,hatchback,white,1.0,2019-02-09,15
7400,2011.0,chevrolet silverado 1500,good,,gas,126865.0,automatic,truck,blue,,2018-09-15,37
5250,2002.0,dodge dakota,good,6.0,gas,,automatic,truck,blue,1.0,2018-08-27,64
5995,1988.0,jeep wrangler,good,,gas,100309.0,manual,SUV,white,1.0,2018-08-17,12
21000,,chevrolet silverado 1500,excellent,6.0,gas,84000.0,automatic,pickup,red,1.0,2018-12-06,19
10500,2012.0,ram 2500,good,8.0,gas,189210.0,automatic,pickup,,,2018-09-02,5
12500,2015.0,chevrolet equinox,excellent,4.0,gas,71000.0,automatic,SUV,,,2019-04-17,33
16995,2018.0,chevrolet malibu,excellent,4.0,gas,21278.0,manual,sedan,white,,2018-08-06,20
11900,2007.0,ford f-150,excellent,8.0,gas,73000.0,automatic,truck,custom,1.0,2018-11-15,28
12995,2013.0,nissan rogue,excellent,4.0,gas,,automatic,wagon,black,1.0,2018-08-13,103
20990,,ford f-350 sd,good,8.0,gas,63887.0,automatic,truck,white,1.0,2018-08-06,71
4600,2002.0,chevrolet trailblazer,good,6.0,gas,142000.0,automatic,SUV,,1.0,2018-12-12,74
2800,2003.0,hyundai sonata,good,6.0,gas,85277.0,automatic,sedan,silver,,2019-03-18,39
6900,1999.0,ram 2500,good,6.0,diesel,,manual,pickup,red,,2019-01-09,193
3995,2010.0,chevrolet impala,good,6.0,gas,149289.0,automatic,sedan,black,,2018-09-05,21
12695,2017.0,ford fusion se,excellent,4.0,gas,,automatic,sedan,silver,,2018-06-07,32
4800,2007.0,chevrolet impala,good,6.0,gas,125000.0,automatic,sedan,white,,2019-03-15,16
4000,2002.0,toyota rav4,good,4.0,gas,149000.0,manual,SUV,white,,2018-12-24,88
25450,2016.0,chevrolet silverado 1500,excellent,8.0,gas,53517.0,automatic,truck,red,1.0,2019-03-19,65
12300,2004.0,toyota tacoma,good,8.0,gas,185000.0,automatic,pickup,,1.0,2018-05-05,38
8000,2003.0,gmc yukon,good,8.0,gas,,automatic,SUV,grey,1.0,2018-06-08,26
6499,2012.0,toyota camry,excellent,4.0,gas,163580.0,automatic,sedan,,,2018-07-22,40
36500,2017.0,ford f-250,excellent,8.0,diesel,,automatic,truck,white,1.0,2018-07-22,16
13950,2014.0,gmc sierra 2500hd,excellent,8.0,gas,148653.0,automatic,truck,white,1.0,2018-05-04,51
4995,2007.0,toyota camry,good,4.0,gas,173004.0,automatic,sedan,silver,,2019-03-13,32
10995,2015.0,nissan altima,good,4.0,gas,71031.0,automatic,sedan,white,,2019-01-11,9
7789,2012.0,ford focus,excellent,4.0,gas,119000.0,automatic,hatchback,blue,,2019-04-04,24
7995,2010.0,gmc acadia,excellent,6.0,gas,,automatic,SUV,white,,2019-04-02,14
8999,2013.0,hyundai sonata,good,4.0,gas,100804.0,automatic,sedan,grey,,2018-12-17,34
24995,2016.0,ram 2500,good,8.0,gas,,automatic,truck,grey,1.0,2018-12-25,64
11999,2001.0,ford mustang,excellent,8.0,gas,102481.0,automatic,convertible,red,,2018-05-02,65
4995,2010.0,subaru impreza,good,4.0,gas,124545.0,manual,sedan,,1.0,2018-05-16,37
5500,2007.0,chevrolet trailblazer,good,8.0,gas,126250.0,automatic,SUV,grey,,2018-05-29,43
7500,2005.0,chevrolet silverado,good,8.0,gas,103500.0,automatic,truck,silver,,2019-02-06,43
17600,2017.0,nissan rogue,excellent,4.0,gas,37018.0,automatic,SUV,grey,1.0,2019-03-21,42
19900,2005.0,ford mustang,excellent,8.0,gas,34627.0,manual,convertible,yellow,,2018-09-22,60
11999,2010.0,toyota sienna,excellent,6.0,gas,106051.0,automatic,mini-van,,,2018-05-06,22
17955,2016.0,ford mustang,good,4.0,gas,40949.0,automatic,coupe,white,,2019-03-18,94
6000,1993.0,ford f-150,excellent,8.0,gas,197000.0,manual,truck,,1.0,2019-01-12,12
3775,2010.0,ford focus se,excellent,4.0,gas,,automatic,sedan,silver,,2019-01-28,48
2500,1999.0,ford f-150,good,8.0,gas,118000.0,automatic,truck,green,1.0,2018-12-31,55
15500,2010.0,cadillac escalade,like new,8.0,gas,,automatic,SUV,white,,2019-04-04,53
13950,,chevrolet silverado 1500,good,8.0,gas,183062.0,automatic,truck,grey,1.0,2018-10-31,8
4995,2005.0,honda cr-v,good,4.0,gas,,automatic,wagon,black,1.0,2019-03-28,26
8995,2003.0,jeep wrangler,excellent,6.0,gas,155015.0,manual,wagon,red,1.0,2019-02-16,17
10995,2015.0,honda civic lx,excellent,4.0,gas,,automatic,sedan,blue,,2019-01-31,20
21800,2012.0,jeep wrangler,excellent,6.0,gas,,automatic,wagon,silver,1.0,2018-09-25,7
4900,2003.0,jeep liberty,good,6.0,gas,126684.0,automatic,SUV,silver,1.0,2018-05-05,9
13900,2010.0,chevrolet camaro lt coupe 2d,good,6.0,gas,98609.0,other,coupe,black,,2019-04-13,12
5990,,nissan versa,salvage,4.0,gas,47000.0,automatic,sedan,red,,2018-09-12,115
5495,,ford fusion,excellent,4.0,gas,128971.0,automatic,sedan,white,,2018-08-08,21
6950,2008.0,gmc acadia,excellent,6.0,gas,,automatic,SUV,blue,,2018-06-14,36
15995,2007.0,toyota tundra,good,8.0,gas,,automatic,truck,brown,1.0,2018-11-21,4
5997,2012.0,chrysler 200,good,4.0,gas,,automatic,sedan,silver,,2018-09-28,102
15900,2011.0,gmc sierra 1500,excellent,8.0,gas,157000.0,automatic,truck,grey,1.0,2018-05-26,105
10500,2014.0,honda civic,good,,gas,41000.0,automatic,sedan,,,2018-10-12,45
1999,2007.0,honda pilot,good,6.0,gas,288000.0,automatic,SUV,custom,1.0,2018-12-18,83
8995,2013.0,chevrolet equinox,good,4.0,gas,100015.0,automatic,SUV,black,,2019-01-04,28
2650,2006.0,jeep grand cherokee laredo,fair,8.0,gas,,automatic,SUV,,1.0,2018-11-05,18
6450,2015.0,chrysler 200,good,4.0,gas,68000.0,automatic,sedan,grey,,2018-10-27,13
16995,2011.0,jeep wrangler,excellent,6.0,gas,139616.0,automatic,SUV,black,1.0,2019-01-24,60
6977,2003.0,toyota 4runner,excellent,8.0,gas,232679.0,automatic,SUV,grey,1.0,2018-05-05,12
750,2001.0,jeep grand cherokee,good,8.0,gas,199500.0,automatic,SUV,,1.0,2019-03-11,57
13995,,toyota tundra,good,,gas,147205.0,automatic,truck,green,1.0,2018-05-02,36
5900,2013.0,chevrolet impala,good,6.0,gas,111150.0,automatic,sedan,white,,2018-12-06,16
26997,2004.0,ram 1500,like new,10.0,gas,53342.0,other,truck,red,,2018-12-26,16
22977,2015.0,dodge charger,excellent,8.0,gas,60.0,automatic,sedan,red,,2019-02-17,18
11000,2003.0,ford f-250,good,8.0,diesel,,automatic,pickup,red,1.0,2018-11-15,18
14991,2012.0,toyota highlander,good,6.0,gas,,automatic,SUV,white,1.0,2018-06-11,1
3500,2003.0,volkswagen jetta,excellent,4.0,gas,240000.0,automatic,sedan,grey,,2018-08-25,9
8495,2016.0,chrysler town & country,excellent,6.0,gas,123663.0,automatic,mini-van,grey,,2018-09-24,133
3500,2001.0,volkswagen passat,good,4.0,gas,146000.0,manual,sedan,white,,2019-04-13,14
9495,2011.0,kia sorento,good,6.0,gas,108780.0,automatic,SUV,white,,2019-01-18,118
18000,2012.0,ford f-250 super duty,excellent,8.0,diesel,168000.0,automatic,pickup,white,1.0,2019-02-23,25
8499,2010.0,chevrolet silverado 1500,excellent,8.0,gas,177000.0,automatic,pickup,red,1.0,2018-10-21,48
3795,2008.0,ford escape,excellent,4.0,gas,155352.0,automatic,SUV,red,,2018-06-16,52
4250,1997.0,jeep grand cherokee,excellent,8.0,gas,,automatic,offroad,,1.0,2018-07-26,8
8500,2007.0,ford expedition,good,8.0,gas,142001.0,automatic,SUV,brown,,2019-01-27,14
11900,2007.0,ford f-150,excellent,8.0,gas,73000.0,automatic,truck,custom,1.0,2018-07-06,17
28974,2017.0,honda pilot,good,6.0,gas,,automatic,SUV,white,1.0,2018-09-23,57
5495,2003.0,jeep grand cherokee laredo,excellent,,gas,137943.0,automatic,SUV,silver,1.0,2019-02-20,11
23495,2018.0,subaru forester,excellent,4.0,gas,31094.0,automatic,SUV,white,1.0,2018-05-13,119
23995,2014.0,toyota tacoma,excellent,6.0,gas,,automatic,truck,grey,1.0,2019-01-18,31
25990,2017.0,chevrolet traverse,good,,gas,3050.0,automatic,SUV,white,,2018-06-04,53
1,2012.0,jeep wrangler,excellent,6.0,gas,79922.0,automatic,SUV,white,1.0,2018-12-31,28
19000,2011.0,gmc yukon,excellent,8.0,gas,83000.0,automatic,SUV,white,1.0,2018-05-22,24
5695,1991.0,chevrolet corvette,good,,gas,122700.0,automatic,coupe,,,2018-12-11,63
32900,2015.0,ram 3500,excellent,6.0,diesel,151500.0,automatic,truck,white,1.0,2018-06-17,98
15000,2006.0,toyota tacoma,good,6.0,gas,175000.0,manual,pickup,red,1.0,2019-02-05,166
4995,2007.0,toyota camry,good,4.0,gas,,automatic,sedan,blue,,2019-02-05,75
6095,2007.0,toyota camry,good,4.0,gas,,automatic,sedan,black,,2019-03-11,10
3500,2000.0,gmc sierra,good,8.0,gas,230000.0,automatic,truck,white,,2018-08-08,19
22995,2015.0,ford f150,like new,8.0,gas,51000.0,automatic,truck,white,1.0,2019-04-10,49
24435,2014.0,gmc sierra 1500,good,8.0,gas,92697.0,automatic,pickup,white,1.0,2019-03-18,3
16000,2018.0,hyundai elantra,like new,4.0,gas,12700.0,automatic,sedan,red,,2019-03-13,43
6000,2005.0,gmc yukon,excellent,8.0,gas,112000.0,automatic,SUV,white,1.0,2018-06-12,52
20995,2013.0,ram 1500,excellent,8.0,gas,96100.0,automatic,truck,white,1.0,2018-08-14,13
24000,2015.0,ford f-150,excellent,6.0,gas,83250.0,automatic,truck,,1.0,2019-02-06,35
10500,2007.0,chevrolet silverado,excellent,8.0,gas,,automatic,truck,red,1.0,2018-08-02,15
10999,,honda accord,excellent,4.0,gas,71236.0,automatic,sedan,silver,,2018-12-07,8
22800,2013.0,ford f-350 sd,good,8.0,diesel,207738.0,automatic,truck,brown,1.0,2018-11-08,62
6800,2009.0,ford f-150,good,8.0,gas,125000.0,automatic,truck,white,,2018-12-02,15
14500,2001.0,gmc sierra,excellent,8.0,gas,65000.0,automatic,truck,red,,2018-09-07,39
13900,2017.0,chevrolet equinox,excellent,6.0,gas,117576.0,automatic,SUV,blue,1.0,2018-07-18,11
14950,2013.0,chevrolet silverado 2500hd,excellent,8.0,gas,102762.0,automatic,truck,white,,2018-12-11,11
28995,,ram 1500,excellent,8.0,gas,,automatic,truck,grey,1.0,2019-02-26,93
13995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,,automatic,truck,grey,1.0,2019-04-14,24
5500,2000.0,ford f250,good,8.0,diesel,,automatic,pickup,white,,2018-09-08,21
3999,2009.0,hyundai elantra,good,4.0,gas,176700.0,automatic,hatchback,silver,,2018-12-29,7
17999,2009.0,chevrolet silverado 1500,like new,8.0,gas,99300.0,automatic,truck,black,1.0,2018-11-10,17
7995,2012.0,honda accord,good,4.0,gas,113000.0,automatic,sedan,grey,,2019-03-31,111
17500,2014.0,toyota tacoma,excellent,,gas,99000.0,automatic,truck,,,2019-02-15,51
3250,2002.0,ford focus,good,4.0,gas,100928.0,automatic,hatchback,red,,2018-11-14,58
5299,1999.0,ford f-250,good,8.0,diesel,204000.0,automatic,pickup,white,1.0,2018-05-07,51
24700,2017.0,chevrolet camaro lt coupe 2d,good,6.0,gas,,other,coupe,red,,2018-10-08,70
5500,1999.0,toyota 4runner,good,6.0,gas,250000.0,automatic,SUV,,1.0,2018-12-25,39
25750,2016.0,chevrolet silverado,excellent,8.0,gas,38000.0,automatic,truck,,1.0,2018-07-20,42
7900,2005.0,chevrolet silverado 3500hd,good,8.0,gas,142000.0,automatic,truck,white,,2019-04-14,20
2200,1999.0,volkswagen jetta,good,,gas,127000.0,automatic,sedan,silver,,2018-07-05,65
1750,1999.0,chevrolet suburban,good,8.0,gas,216000.0,automatic,SUV,blue,1.0,2018-09-02,23
